bin_id,timestamp,waste_level_kg,capacity_kg,fill_percentage,day_of_week,hour,is_weekend,is_market_area
BIN014,2024-02-06 06:00:00,20.32,100,20.3,1,6,0,0
BIN014,2024-02-06 12:00:00,25.36,100,25.4,1,12,0,0
BIN014,2024-02-06 18:00:00,30.79,100,30.8,1,18,0,0
BIN014,2024-02-07 00:00:00,36.34,100,36.3,2,0,0,0
BIN014,2024-02-07 06:00:00,41.82,100,41.8,2,6,0,0
BIN014,2024-02-07 12:00:00,47.61,100,47.6,2,12,0,0
BIN014,2024-02-07 18:00:00,51.59,100,51.6,2,18,0,0
BIN014,2024-02-08 00:00:00,59.7,100,59.7,3,0,0,0
BIN014,2024-02-08 06:00:00,60.95,100,61.0,3,6,0,0
BIN014,2024-02-08 12:00:00,66.79,100,66.8,3,12,0,0
BIN014,2024-02-08 18:00:00,69.44,100,69.4,3,18,0,0
BIN014,2024-02-09 00:00:00,74.01,100,74.0,4,0,0,0
BIN014,2024-02-09 06:00:00,75.17,100,75.2,4,6,0,0
BIN014,2024-02-09 12:00:00,83.83,100,83.8,4,12,0,0
BIN014,2024-02-09 18:00:00,7.47,100,7.5,4,18,0,0
BIN014,2024-02-10 00:00:00,14.78,100,14.8,5,0,1,0
BIN014,2024-02-10 06:00:00,21.28,100,21.3,5,6,1,0
BIN014,2024-02-10 12:00:00,29.19,100,29.2,5,12,1,0
BIN014,2024-02-10 18:00:00,39.38,100,39.4,5,18,1,0
BIN014,2024-02-11 00:00:00,45.66,100,45.7,6,0,1,0
BIN014,2024-02-11 06:00:00,50.11,100,50.1,6,6,1,0
BIN014,2024-02-11 12:00:00,51.11,100,51.1,6,12,1,0
BIN014,2024-02-11 18:00:00,57.73,100,57.7,6,18,1,0
BIN014,2024-02-12 00:00:00,59.37,100,59.4,0,0,0,0
BIN014,2024-02-12 06:00:00,65.49,100,65.5,0,6,0,0
BIN014,2024-02-12 12:00:00,72.46,100,72.5,0,12,0,0
BIN014,2024-02-12 18:00:00,74.18,100,74.2,0,18,0,0
BIN014,2024-02-13 00:00:00,78.29,100,78.3,1,0,0,0
BIN014,2024-02-13 06:00:00,83.88,100,83.9,1,6,0,0
BIN014,2024-02-13 12:00:00,11.14,100,11.1,1,12,0,0
BIN014,2024-02-13 18:00:00,19.97,100,20.0,1,18,0,0
BIN014,2024-02-14 00:00:00,23.99,100,24.0,2,0,0,0
BIN014,2024-02-14 06:00:00,29.4,100,29.4,2,6,0,0
BIN014,2024-02-14 12:00:00,36.79,100,36.8,2,12,0,0
BIN014,2024-02-14 18:00:00,38.52,100,38.5,2,18,0,0
BIN014,2024-02-15 00:00:00,40.53,100,40.5,3,0,0,0
BIN014,2024-02-15 06:00:00,45.03,100,45.0,3,6,0,0
BIN014,2024-02-15 12:00:00,54.08,100,54.1,3,12,0,0
BIN014,2024-02-15 18:00:00,55.35,100,55.4,3,18,0,0
BIN014,2024-02-16 00:00:00,58.11,100,58.1,4,0,0,0
BIN014,2024-02-16 06:00:00,67.29,100,67.3,4,6,0,0
BIN014,2024-02-16 12:00:00,70.74,100,70.7,4,12,0,0
BIN014,2024-02-16 18:00:00,73.16,100,73.2,4,18,0,0
BIN014,2024-02-17 00:00:00,83.94,100,83.9,5,0,1,0
BIN014,2024-02-17 06:00:00,12.95,100,13.0,5,6,1,0
BIN014,2024-02-17 12:00:00,20.83,100,20.8,5,12,1,0
BIN014,2024-02-17 18:00:00,24.77,100,24.8,5,18,1,0
BIN014,2024-02-18 00:00:00,31.39,100,31.4,6,0,1,0
BIN014,2024-02-18 06:00:00,31.73,100,31.7,6,6,1,0
BIN014,2024-02-18 12:00:00,44.02,100,44.0,6,12,1,0
BIN014,2024-02-18 18:00:00,47.39,100,47.4,6,18,1,0
BIN014,2024-02-19 00:00:00,51.66,100,51.7,0,0,0,0
BIN014,2024-02-19 06:00:00,57.45,100,57.4,0,6,0,0
BIN014,2024-02-19 12:00:00,60.43,100,60.4,0,12,0,0
BIN014,2024-02-19 18:00:00,64.84,100,64.8,0,18,0,0
BIN014,2024-02-20 00:00:00,67.18,100,67.2,1,0,0,0
BIN014,2024-02-20 06:00:00,71.21,100,71.2,1,6,0,0
BIN014,2024-02-20 12:00:00,78.56,100,78.6,1,12,0,0
BIN014,2024-02-20 18:00:00,83.14,100,83.1,1,18,0,0
BIN014,2024-02-21 00:00:00,13.42,100,13.4,2,0,0,0
BIN014,2024-02-21 06:00:00,18.12,100,18.1,2,6,0,0
BIN014,2024-02-21 12:00:00,21.44,100,21.4,2,12,0,0
BIN014,2024-02-21 18:00:00,24.27,100,24.3,2,18,0,0
BIN014,2024-02-22 00:00:00,33.3,100,33.3,3,0,0,0
BIN014,2024-02-22 06:00:00,34.43,100,34.4,3,6,0,0
BIN014,2024-02-22 12:00:00,44.05,100,44.0,3,12,0,0
BIN014,2024-02-22 18:00:00,46.47,100,46.5,3,18,0,0
BIN014,2024-02-23 00:00:00,46.61,100,46.6,4,0,0,0
BIN014,2024-02-23 06:00:00,53.04,100,53.0,4,6,0,0
BIN014,2024-02-23 12:00:00,63.48,100,63.5,4,12,0,0
BIN014,2024-02-23 18:00:00,66.1,100,66.1,4,18,0,0
BIN014,2024-02-24 00:00:00,70.47,100,70.5,5,0,1,0
BIN014,2024-02-24 06:00:00,78.39,100,78.4,5,6,1,0
BIN014,2024-02-24 12:00:00,81.02,100,81.0,5,12,1,0
BIN014,2024-02-24 18:00:00,17.79,100,17.8,5,18,1,0
BIN014,2024-02-25 00:00:00,27.42,100,27.4,6,0,1,0
BIN014,2024-02-25 06:00:00,27.82,100,27.8,6,6,1,0
BIN014,2024-02-25 12:00:00,33.45,100,33.4,6,12,1,0
BIN014,2024-02-25 18:00:00,43.79,100,43.8,6,18,1,0
BIN014,2024-02-26 00:00:00,50.03,100,50.0,0,0,0,0
BIN014,2024-02-26 06:00:00,54.64,100,54.6,0,6,0,0
BIN014,2024-02-26 12:00:00,59.35,100,59.3,0,12,0,0
BIN014,2024-02-26 18:00:00,62.6,100,62.6,0,18,0,0
BIN014,2024-02-27 00:00:00,67.97,100,68.0,1,0,0,0
BIN014,2024-02-27 06:00:00,68.97,100,69.0,1,6,0,0
BIN014,2024-02-27 12:00:00,72.18,100,72.2,1,12,0,0
BIN014,2024-02-27 18:00:00,79.71,100,79.7,1,18,0,0
BIN014,2024-02-28 00:00:00,85.14,100,85.1,2,0,0,0
BIN014,2024-02-28 06:00:00,13.81,100,13.8,2,6,0,0
BIN014,2024-02-28 12:00:00,18.72,100,18.7,2,12,0,0
BIN014,2024-02-28 18:00:00,25.26,100,25.3,2,18,0,0
BIN014,2024-02-29 00:00:00,30.36,100,30.4,3,0,0,0
BIN014,2024-02-29 06:00:00,31.34,100,31.3,3,6,0,0
BIN014,2024-02-29 12:00:00,39.2,100,39.2,3,12,0,0
BIN014,2024-02-29 18:00:00,43.9,100,43.9,3,18,0,0
BIN014,2024-03-01 00:00:00,49.6,100,49.6,4,0,0,0
BIN014,2024-03-01 06:00:00,54.28,100,54.3,4,6,0,0
BIN014,2024-03-01 12:00:00,59.0,100,59.0,4,12,0,0
BIN014,2024-03-01 18:00:00,63.64,100,63.6,4,18,0,0
BIN014,2024-03-02 00:00:00,67.27,100,67.3,5,0,1,0
BIN014,2024-03-02 06:00:00,70.84,100,70.8,5,6,1,0
BIN014,2024-03-02 12:00:00,77.84,100,77.8,5,12,1,0
BIN014,2024-03-02 18:00:00,82.18,100,82.2,5,18,1,0
BIN014,2024-03-03 00:00:00,16.78,100,16.8,6,0,1,0
BIN014,2024-03-03 06:00:00,24.04,100,24.0,6,6,1,0
BIN014,2024-03-03 12:00:00,36.71,100,36.7,6,12,1,0
BIN014,2024-03-03 18:00:00,38.85,100,38.9,6,18,1,0
BIN014,2024-03-04 00:00:00,46.35,100,46.3,0,0,0,0
BIN014,2024-03-04 06:00:00,50.27,100,50.3,0,6,0,0
BIN014,2024-03-04 12:00:00,54.32,100,54.3,0,12,0,0
BIN014,2024-03-04 18:00:00,59.0,100,59.0,0,18,0,0
BIN014,2024-03-05 00:00:00,65.93,100,65.9,1,0,0,0
BIN014,2024-03-05 06:00:00,69.93,100,69.9,1,6,0,0
BIN014,2024-03-05 12:00:00,72.19,100,72.2,1,12,0,0
BIN014,2024-03-05 18:00:00,78.95,100,78.9,1,18,0,0
BIN014,2024-03-06 00:00:00,81.6,100,81.6,2,0,0,0
BIN014,2024-03-06 06:00:00,16.32,100,16.3,2,6,0,0
BIN014,2024-03-06 12:00:00,21.35,100,21.4,2,12,0,0
BIN014,2024-03-06 18:00:00,26.66,100,26.7,2,18,0,0
BIN014,2024-03-07 00:00:00,31.84,100,31.8,3,0,0,0
BIN014,2024-03-07 06:00:00,35.77,100,35.8,3,6,0,0
BIN014,2024-03-07 12:00:00,38.55,100,38.6,3,12,0,0
BIN014,2024-03-07 18:00:00,44.26,100,44.3,3,18,0,0
BIN014,2024-03-08 00:00:00,50.05,100,50.0,4,0,0,0
BIN014,2024-03-08 06:00:00,50.68,100,50.7,4,6,0,0
BIN014,2024-03-08 12:00:00,52.52,100,52.5,4,12,0,0
BIN014,2024-03-08 18:00:00,59.94,100,59.9,4,18,0,0
BIN014,2024-03-09 00:00:00,62.72,100,62.7,5,0,1,0
BIN014,2024-03-09 06:00:00,67.91,100,67.9,5,6,1,0
BIN014,2024-03-09 12:00:00,78.03,100,78.0,5,12,1,0
BIN014,2024-03-09 18:00:00,84.8,100,84.8,5,18,1,0
BIN014,2024-03-10 00:00:00,18.17,100,18.2,6,0,1,0
BIN014,2024-03-10 06:00:00,25.17,100,25.2,6,6,1,0
BIN014,2024-03-10 12:00:00,36.81,100,36.8,6,12,1,0
BIN014,2024-03-10 18:00:00,42.2,100,42.2,6,18,1,0
BIN014,2024-03-11 00:00:00,43.6,100,43.6,0,0,0,0
BIN014,2024-03-11 06:00:00,48.09,100,48.1,0,6,0,0
BIN014,2024-03-11 12:00:00,52.44,100,52.4,0,12,0,0
BIN014,2024-03-11 18:00:00,59.42,100,59.4,0,18,0,0
BIN014,2024-03-12 00:00:00,64.46,100,64.5,1,0,0,0
BIN014,2024-03-12 06:00:00,69.03,100,69.0,1,6,0,0
BIN014,2024-03-12 12:00:00,77.1,100,77.1,1,12,0,0
BIN014,2024-03-12 18:00:00,81.83,100,81.8,1,18,0,0
BIN014,2024-03-13 00:00:00,15.66,100,15.7,2,0,0,0
BIN014,2024-03-13 06:00:00,20.99,100,21.0,2,6,0,0
BIN014,2024-03-13 12:00:00,23.43,100,23.4,2,12,0,0
BIN014,2024-03-13 18:00:00,25.43,100,25.4,2,18,0,0
BIN014,2024-03-14 00:00:00,27.6,100,27.6,3,0,0,0
BIN014,2024-03-14 06:00:00,32.34,100,32.3,3,6,0,0
BIN014,2024-03-14 12:00:00,38.93,100,38.9,3,12,0,0
BIN014,2024-03-14 18:00:00,40.73,100,40.7,3,18,0,0
BIN014,2024-03-15 00:00:00,41.45,100,41.5,4,0,0,0
BIN014,2024-03-15 06:00:00,48.04,100,48.0,4,6,0,0
BIN014,2024-03-15 12:00:00,56.72,100,56.7,4,12,0,0
BIN014,2024-03-15 18:00:00,63.71,100,63.7,4,18,0,0
BIN014,2024-03-16 00:00:00,69.43,100,69.4,5,0,1,0
BIN014,2024-03-16 06:00:00,70.8,100,70.8,5,6,1,0
BIN014,2024-03-16 12:00:00,80.49,100,80.5,5,12,1,0
BIN014,2024-03-16 18:00:00,18.99,100,19.0,5,18,1,0
BIN014,2024-03-17 00:00:00,24.69,100,24.7,6,0,1,0
BIN014,2024-03-17 06:00:00,29.44,100,29.4,6,6,1,0
BIN014,2024-03-17 12:00:00,38.01,100,38.0,6,12,1,0
BIN014,2024-03-17 18:00:00,37.25,100,37.3,6,18,1,0
BIN014,2024-03-18 00:00:00,43.09,100,43.1,0,0,0,0
BIN014,2024-03-18 06:00:00,49.85,100,49.8,0,6,0,0
BIN014,2024-03-18 12:00:00,54.73,100,54.7,0,12,0,0
BIN014,2024-03-18 18:00:00,62.04,100,62.0,0,18,0,0
BIN014,2024-03-19 00:00:00,71.24,100,71.2,1,0,0,0
BIN014,2024-03-19 06:00:00,75.35,100,75.4,1,6,0,0
BIN014,2024-03-19 12:00:00,81.15,100,81.2,1,12,0,0
BIN014,2024-03-19 18:00:00,85.45,100,85.4,1,18,0,0
BIN014,2024-03-20 00:00:00,7.94,100,7.9,2,0,0,0
BIN014,2024-03-20 06:00:00,13.36,100,13.4,2,6,0,0
BIN014,2024-03-20 12:00:00,16.13,100,16.1,2,12,0,0
BIN014,2024-03-20 18:00:00,21.0,100,21.0,2,18,0,0
BIN014,2024-03-21 00:00:00,25.85,100,25.9,3,0,0,0
BIN014,2024-03-21 06:00:00,28.93,100,28.9,3,6,0,0
BIN014,2024-03-21 12:00:00,34.2,100,34.2,3,12,0,0
BIN014,2024-03-21 18:00:00,41.06,100,41.1,3,18,0,0
BIN014,2024-03-22 00:00:00,42.52,100,42.5,4,0,0,0
BIN014,2024-03-22 06:00:00,50.1,100,50.1,4,6,0,0
BIN014,2024-03-22 12:00:00,55.66,100,55.7,4,12,0,0
BIN014,2024-03-22 18:00:00,60.25,100,60.2,4,18,0,0
BIN014,2024-03-23 00:00:00,63.42,100,63.4,5,0,1,0
BIN014,2024-03-23 06:00:00,69.27,100,69.3,5,6,1,0
BIN014,2024-03-23 12:00:00,74.73,100,74.7,5,12,1,0
BIN014,2024-03-23 18:00:00,83.56,100,83.6,5,18,1,0
BIN014,2024-03-24 00:00:00,13.26,100,13.3,6,0,1,0
BIN014,2024-03-24 06:00:00,20.66,100,20.7,6,6,1,0
BIN014,2024-03-24 12:00:00,25.04,100,25.0,6,12,1,0
BIN014,2024-03-24 18:00:00,28.7,100,28.7,6,18,1,0
BIN014,2024-03-25 00:00:00,36.81,100,36.8,0,0,0,0
BIN014,2024-03-25 06:00:00,36.55,100,36.6,0,6,0,0
BIN014,2024-03-25 12:00:00,42.95,100,42.9,0,12,0,0
BIN014,2024-03-25 18:00:00,43.89,100,43.9,0,18,0,0
BIN014,2024-03-26 00:00:00,46.06,100,46.1,1,0,0,0
BIN014,2024-03-26 06:00:00,51.69,100,51.7,1,6,0,0
BIN014,2024-03-26 12:00:00,58.83,100,58.8,1,12,0,0
BIN014,2024-03-26 18:00:00,60.89,100,60.9,1,18,0,0
BIN014,2024-03-27 00:00:00,64.61,100,64.6,2,0,0,0
BIN014,2024-03-27 06:00:00,70.95,100,71.0,2,6,0,0
BIN014,2024-03-27 12:00:00,74.02,100,74.0,2,12,0,0
BIN014,2024-03-27 18:00:00,77.68,100,77.7,2,18,0,0
BIN014,2024-03-28 00:00:00,78.56,100,78.6,3,0,0,0
BIN014,2024-03-28 06:00:00,82.93,100,82.9,3,6,0,0
BIN014,2024-03-28 12:00:00,19.79,100,19.8,3,12,0,0
BIN014,2024-03-28 18:00:00,23.33,100,23.3,3,18,0,0
BIN014,2024-03-29 00:00:00,33.5,100,33.5,4,0,0,0
BIN014,2024-03-29 06:00:00,33.17,100,33.2,4,6,0,0
BIN014,2024-03-29 12:00:00,38.36,100,38.4,4,12,0,0
BIN014,2024-03-29 18:00:00,42.1,100,42.1,4,18,0,0
BIN014,2024-03-30 00:00:00,47.95,100,48.0,5,0,1,0
BIN014,2024-03-30 06:00:00,51.49,100,51.5,5,6,1,0
BIN014,2024-03-30 12:00:00,61.84,100,61.8,5,12,1,0
BIN014,2024-03-30 18:00:00,68.9,100,68.9,5,18,1,0
BIN015,2024-01-01 00:00:00,35.5,120,29.6,0,0,0,1
BIN015,2024-01-01 06:00:00,39.82,120,33.2,0,6,0,1
BIN015,2024-01-01 12:00:00,54.72,120,45.6,0,12,0,1
BIN015,2024-01-01 18:00:00,64.56,120,53.8,0,18,0,1
BIN015,2024-01-02 00:00:00,73.79,120,61.5,1,0,0,1
BIN015,2024-01-02 06:00:00,77.91,120,64.9,1,6,0,1
BIN015,2024-01-02 12:00:00,85.49,120,71.2,1,12,0,1
BIN015,2024-01-02 18:00:00,89.31,120,74.4,1,18,0,1
BIN015,2024-01-03 00:00:00,95.27,120,79.4,2,0,0,1
BIN015,2024-01-03 06:00:00,98.53,120,82.1,2,6,0,1
BIN015,2024-01-03 12:00:00,16.97,120,14.1,2,12,0,1
BIN015,2024-01-03 18:00:00,19.83,120,16.5,2,18,0,1
BIN015,2024-01-04 00:00:00,23.36,120,19.5,3,0,0,1
BIN015,2024-01-04 06:00:00,29.64,120,24.7,3,6,0,1
BIN015,2024-01-04 12:00:00,41.25,120,34.4,3,12,0,1
BIN015,2024-01-04 18:00:00,45.23,120,37.7,3,18,0,1
BIN015,2024-01-05 00:00:00,54.32,120,45.3,4,0,0,1
BIN015,2024-01-05 06:00:00,66.65,120,55.5,4,6,0,1
BIN015,2024-01-05 12:00:00,74.1,120,61.8,4,12,0,1
BIN015,2024-01-05 18:00:00,84.68,120,70.6,4,18,0,1
BIN015,2024-01-06 00:00:00,92.03,120,76.7,5,0,1,1
BIN015,2024-01-06 06:00:00,102.08,120,85.1,5,6,1,1
BIN015,2024-01-06 12:00:00,27.85,120,23.2,5,12,1,1
BIN015,2024-01-06 18:00:00,40.24,120,33.5,5,18,1,1
BIN015,2024-01-07 00:00:00,50.8,120,42.3,6,0,1,1
BIN015,2024-01-07 06:00:00,62.05,120,51.7,6,6,1,1
BIN015,2024-01-07 12:00:00,76.84,120,64.0,6,12,1,1
BIN015,2024-01-07 18:00:00,89.22,120,74.3,6,18,1,1
BIN015,2024-01-08 00:00:00,96.25,120,80.2,0,0,0,1
BIN015,2024-01-08 06:00:00,16.06,120,13.4,0,6,0,1
BIN015,2024-01-08 12:00:00,27.82,120,23.2,0,12,0,1
BIN015,2024-01-08 18:00:00,31.61,120,26.3,0,18,0,1
BIN015,2024-01-09 00:00:00,39.78,120,33.2,1,0,0,1
BIN015,2024-01-09 06:00:00,46.69,120,38.9,1,6,0,1
BIN015,2024-01-09 12:00:00,57.79,120,48.2,1,12,0,1
BIN015,2024-01-09 18:00:00,67.4,120,56.2,1,18,0,1
BIN015,2024-01-10 00:00:00,80.25,120,66.9,2,0,0,1
BIN015,2024-01-10 06:00:00,84.51,120,70.4,2,6,0,1
BIN015,2024-01-10 12:00:00,94.09,120,78.4,2,12,0,1
BIN015,2024-01-10 18:00:00,98.06,120,81.7,2,18,0,1
BIN015,2024-01-11 00:00:00,14.88,120,12.4,3,0,0,1
BIN015,2024-01-11 06:00:00,21.34,120,17.8,3,6,0,1
BIN015,2024-01-11 12:00:00,30.33,120,25.3,3,12,0,1
BIN015,2024-01-11 18:00:00,35.95,120,30.0,3,18,0,1
BIN015,2024-01-12 00:00:00,40.22,120,33.5,4,0,0,1
BIN015,2024-01-12 06:00:00,44.23,120,36.9,4,6,0,1
BIN015,2024-01-12 12:00:00,57.16,120,47.6,4,12,0,1
BIN015,2024-01-12 18:00:00,63.14,120,52.6,4,18,0,1
BIN015,2024-01-13 00:00:00,73.66,120,61.4,5,0,1,1
BIN015,2024-01-13 06:00:00,87.48,120,72.9,5,6,1,1
BIN015,2024-01-13 12:00:00,99.31,120,82.8,5,12,1,1
BIN015,2024-01-13 18:00:00,16.67,120,13.9,5,18,1,1
BIN015,2024-01-14 00:00:00,24.34,120,20.3,6,0,1,1
BIN015,2024-01-14 06:00:00,38.75,120,32.3,6,6,1,1
BIN015,2024-01-14 12:00:00,55.07,120,45.9,6,12,1,1
BIN015,2024-01-14 18:00:00,62.4,120,52.0,6,18,1,1
BIN015,2024-01-15 00:00:00,65.65,120,54.7,0,0,0,1
BIN015,2024-01-15 06:00:00,69.82,120,58.2,0,6,0,1
BIN015,2024-01-15 12:00:00,79.91,120,66.6,0,12,0,1
BIN015,2024-01-15 18:00:00,86.35,120,72.0,0,18,0,1
BIN015,2024-01-16 00:00:00,92.65,120,77.2,1,0,0,1
BIN015,2024-01-16 06:00:00,96.86,120,80.7,1,6,0,1
BIN015,2024-01-16 12:00:00,15.59,120,13.0,1,12,0,1
BIN015,2024-01-16 18:00:00,25.09,120,20.9,1,18,0,1
BIN015,2024-01-17 00:00:00,32.35,120,27.0,2,0,0,1
BIN015,2024-01-17 06:00:00,39.56,120,33.0,2,6,0,1
BIN015,2024-01-17 12:00:00,52.01,120,43.3,2,12,0,1
BIN015,2024-01-17 18:00:00,61.7,120,51.4,2,18,0,1
BIN015,2024-01-18 00:00:00,71.13,120,59.3,3,0,0,1
BIN015,2024-01-18 06:00:00,77.34,120,64.4,3,6,0,1
BIN015,2024-01-18 12:00:00,88.36,120,73.6,3,12,0,1
BIN015,2024-01-18 18:00:00,96.96,120,80.8,3,18,0,1
BIN015,2024-01-19 00:00:00,17.95,120,15.0,4,0,0,1
BIN015,2024-01-19 06:00:00,25.7,120,21.4,4,6,0,1
BIN015,2024-01-19 12:00:00,30.21,120,25.2,4,12,0,1
BIN015,2024-01-19 18:00:00,37.96,120,31.6,4,18,0,1
BIN015,2024-01-20 00:00:00,45.54,120,38.0,5,0,1,1
BIN015,2024-01-20 06:00:00,59.25,120,49.4,5,6,1,1
BIN015,2024-01-20 12:00:00,67.81,120,56.5,5,12,1,1
BIN015,2024-01-20 18:00:00,73.23,120,61.0,5,18,1,1
BIN015,2024-01-21 00:00:00,82.11,120,68.4,6,0,1,1
BIN015,2024-01-21 06:00:00,90.22,120,75.2,6,6,1,1
BIN015,2024-01-21 12:00:00,101.34,120,84.5,6,12,1,1
BIN015,2024-01-21 18:00:00,19.54,120,16.3,6,18,1,1
BIN015,2024-01-22 00:00:00,24.09,120,20.1,0,0,0,1
BIN015,2024-01-22 06:00:00,34.98,120,29.1,0,6,0,1
BIN015,2024-01-22 12:00:00,40.25,120,33.5,0,12,0,1
BIN015,2024-01-22 18:00:00,47.23,120,39.4,0,18,0,1
BIN015,2024-01-23 00:00:00,56.21,120,46.8,1,0,0,1
BIN015,2024-01-23 06:00:00,61.06,120,50.9,1,6,0,1
BIN015,2024-01-23 12:00:00,73.83,120,61.5,1,12,0,1
BIN015,2024-01-23 18:00:00,84.41,120,70.3,1,18,0,1
BIN015,2024-01-24 00:00:00,90.58,120,75.5,2,0,0,1
BIN015,2024-01-24 06:00:00,91.56,120,76.3,2,6,0,1
BIN015,2024-01-24 12:00:00,107.57,120,89.6,2,12,0,1
BIN015,2024-01-24 18:00:00,22.08,120,18.4,2,18,0,1
BIN015,2024-01-25 00:00:00,28.38,120,23.6,3,0,0,1
BIN015,2024-01-25 06:00:00,39.2,120,32.7,3,6,0,1
BIN015,2024-01-25 12:00:00,46.84,120,39.0,3,12,0,1
BIN015,2024-01-25 18:00:00,51.93,120,43.3,3,18,0,1
BIN015,2024-01-26 00:00:00,59.52,120,49.6,4,0,0,1
BIN015,2024-01-26 06:00:00,70.91,120,59.1,4,6,0,1
BIN015,2024-01-26 12:00:00,80.78,120,67.3,4,12,0,1
BIN015,2024-01-26 18:00:00,84.72,120,70.6,4,18,0,1
BIN015,2024-01-27 00:00:00,100.35,120,83.6,5,0,1,1
BIN015,2024-01-27 06:00:00,12.88,120,10.7,5,6,1,1
BIN015,2024-01-27 12:00:00,30.04,120,25.0,5,12,1,1
BIN015,2024-01-27 18:00:00,39.04,120,32.5,5,18,1,1
BIN015,2024-01-28 00:00:00,47.22,120,39.4,6,0,1,1
BIN015,2024-01-28 06:00:00,56.84,120,47.4,6,6,1,1
BIN015,2024-01-28 12:00:00,67.11,120,55.9,6,12,1,1
BIN015,2024-01-28 18:00:00,75.73,120,63.1,6,18,1,1
BIN015,2024-01-29 00:00:00,83.33,120,69.4,0,0,0,1
BIN015,2024-01-29 06:00:00,91.2,120,76.0,0,6,0,1
BIN015,2024-01-29 12:00:00,97.42,120,81.2,0,12,0,1
BIN015,2024-01-29 18:00:00,17.91,120,14.9,0,18,0,1
BIN015,2024-01-30 00:00:00,20.66,120,17.2,1,0,0,1
BIN015,2024-01-30 06:00:00,30.38,120,25.3,1,6,0,1
BIN015,2024-01-30 12:00:00,35.17,120,29.3,1,12,0,1
BIN015,2024-01-30 18:00:00,45.57,120,38.0,1,18,0,1
BIN015,2024-01-31 00:00:00,51.65,120,43.0,2,0,0,1
BIN015,2024-01-31 06:00:00,57.19,120,47.7,2,6,0,1
BIN015,2024-01-31 12:00:00,63.43,120,52.9,2,12,0,1
BIN015,2024-01-31 18:00:00,68.15,120,56.8,2,18,0,1
BIN015,2024-02-01 00:00:00,74.86,120,62.4,3,0,0,1
BIN015,2024-02-01 06:00:00,82.75,120,69.0,3,6,0,1
BIN015,2024-02-01 12:00:00,88.43,120,73.7,3,12,0,1
BIN015,2024-02-01 18:00:00,94.75,120,79.0,3,18,0,1
BIN015,2024-02-02 00:00:00,98.07,120,81.7,4,0,0,1
BIN015,2024-02-02 06:00:00,18.26,120,15.2,4,6,0,1
BIN015,2024-02-02 12:00:00,25.46,120,21.2,4,12,0,1
BIN015,2024-02-02 18:00:00,33.19,120,27.7,4,18,0,1
BIN015,2024-02-03 00:00:00,38.59,120,32.2,5,0,1,1
BIN015,2024-02-03 06:00:00,45.16,120,37.6,5,6,1,1
BIN015,2024-02-03 12:00:00,61.03,120,50.9,5,12,1,1
BIN015,2024-02-03 18:00:00,73.93,120,61.6,5,18,1,1
BIN015,2024-02-04 00:00:00,81.69,120,68.1,6,0,1,1
BIN015,2024-02-04 06:00:00,90.12,120,75.1,6,6,1,1
BIN015,2024-02-04 12:00:00,104.04,120,86.7,6,12,1,1
BIN015,2024-02-04 18:00:00,22.59,120,18.8,6,18,1,1
BIN015,2024-02-05 00:00:00,30.69,120,25.6,0,0,0,1
BIN015,2024-02-05 06:00:00,41.0,120,34.2,0,6,0,1
BIN015,2024-02-05 12:00:00,54.4,120,45.3,0,12,0,1
BIN015,2024-02-05 18:00:00,55.81,120,46.5,0,18,0,1
BIN015,2024-02-06 00:00:00,63.7,120,53.1,1,0,0,1
BIN015,2024-02-06 06:00:00,67.89,120,56.6,1,6,0,1
BIN015,2024-02-06 12:00:00,74.82,120,62.3,1,12,0,1
BIN015,2024-02-06 18:00:00,87.18,120,72.7,1,18,0,1
BIN015,2024-02-07 00:00:00,92.91,120,77.4,2,0,0,1
BIN015,2024-02-07 06:00:00,98.46,120,82.0,2,6,0,1
BIN015,2024-02-07 12:00:00,9.33,120,7.8,2,12,0,1
BIN015,2024-02-07 18:00:00,16.19,120,13.5,2,18,0,1
BIN015,2024-02-08 00:00:00,23.96,120,20.0,3,0,0,1
BIN015,2024-02-08 06:00:00,29.1,120,24.3,3,6,0,1
BIN015,2024-02-08 12:00:00,35.87,120,29.9,3,12,0,1
BIN015,2024-02-08 18:00:00,43.71,120,36.4,3,18,0,1
BIN015,2024-02-09 00:00:00,49.14,120,41.0,4,0,0,1
BIN015,2024-02-09 06:00:00,57.25,120,47.7,4,6,0,1
BIN015,2024-02-09 12:00:00,67.44,120,56.2,4,12,0,1
BIN015,2024-02-09 18:00:00,75.79,120,63.2,4,18,0,1
BIN015,2024-02-10 00:00:00,83.4,120,69.5,5,0,1,1
BIN015,2024-02-10 06:00:00,86.11,120,71.8,5,6,1,1
BIN015,2024-02-10 12:00:00,105.79,120,88.2,5,12,1,1
BIN015,2024-02-10 18:00:00,18.12,120,15.1,5,18,1,1
BIN015,2024-02-11 00:00:00,24.15,120,20.1,6,0,1,1
BIN015,2024-02-11 06:00:00,35.35,120,29.5,6,6,1,1
BIN015,2024-02-11 12:00:00,47.32,120,39.4,6,12,1,1
BIN015,2024-02-11 18:00:00,60.31,120,50.3,6,18,1,1
BIN015,2024-02-12 00:00:00,68.56,120,57.1,0,0,0,1
BIN015,2024-02-12 06:00:00,77.83,120,64.9,0,6,0,1
BIN015,2024-02-12 12:00:00,81.46,120,67.9,0,12,0,1
BIN015,2024-02-12 18:00:00,92.49,120,77.1,0,18,0,1
